task,lane,episode,reach,target_x,target_y,distractor_x,distractor_y,close_q,d_x,d_y,d_xy,d_z,tip_rim,sel_target,steps,maxlift,slip,dPlate,holdd,holdz,bimp,bpen,pmax,pmove,refok,ikfail,rotacc,distmax,distobj,strict,termhold,lost
5,g,17,0.5016,-0.2,0.2,0.07,0.03,5,-0.017,-0.05,0.0528,0.034,-0.019,1,30.0,0.0935,0.0854,0.0814,0.033,0.9112,4.0,0.0289,0.0976,0.0976,-1.0,29.0,0.5,0.0,ramekin,0,1,1
5,g,18,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.056,0.0563,0.039,-0.014,1,23.0,0.0828,0.1003,0.0188,0.026,0.9112,4.0,0.0006,0.0072,0.004,12.0,0.0,0.5,0.0,ramekin,0,1,0
5,g,19,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.049,0.0498,0.038,-0.015,1,26.0,0.0913,0.0923,0.0334,0.0194,0.9114,7.0,0.0008,0.049,0.0439,-1.0,0.0,0.5,0.0,ramekin,0,1,1
5,g,2,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.049,0.0494,0.037,-0.016,1,35.0,0.0834,0.0981,0.0369,0.0234,0.9134,7.0,0.0004,0.022,0.0205,24.0,0.0,0.5,0.0,ramekin,0,1,1
5,g,20,0.5016,-0.2,0.2,0.07,0.03,5,-0.005,-0.048,0.0483,0.04,-0.013,1,150.0,0.0793,0.1262,0.0469,0.0309,0.9093,16.0,0.0412,0.1599,0.1591,-1.0,431.0,0.5,0.0,ramekin,0,0,0
5,g,21,0.5016,-0.2,0.2,0.07,0.03,5,-0.007,-0.047,0.0475,0.04,-0.013,1,24.0,0.0759,0.1092,0.0037,0.0094,0.9139,4.0,0.0005,0.0172,0.0166,13.0,0.0,0.5,0.0,ramekin,0,1,0
5,g,22,0.5016,-0.2,0.2,0.07,0.03,6,-0.025,-0.048,0.0541,0.009,-0.044,1,19.0,0.0967,0.0977,0.0193,0.0193,0.9119,5.0,0.0,0.0099,0.0099,18.0,0.0,0.5,0.003,ramekin,0,1,0
5,g,23,0.5016,-0.2,0.2,0.07,0.03,5,-0.016,-0.051,0.0535,0.036,-0.017,1,25.0,0.0925,0.0948,0.0058,0.0145,0.9117,5.0,0.0003,0.005,0.0046,14.0,0.0,0.5,0.0015,ramekin,0,1,0
5,g,24,0.5016,-0.2,0.2,0.07,0.03,5,-0.003,-0.049,0.0491,0.042,-0.011,1,25.0,0.0882,0.088,0.0671,0.0268,0.9119,5.0,0.0411,0.0467,0.0453,-1.0,0.0,0.5,0.0,ramekin,0,1,1
5,g,25,0.5016,-0.2,0.2,0.07,0.03,5,-0.005,-0.049,0.0493,0.041,-0.012,1,24.0,0.083,0.0884,0.0265,0.0087,0.9117,4.0,0.0002,0.0268,0.0268,-1.0,0.0,0.5,0.0,ramekin,0,1,1
5,g,3,0.5016,-0.2,0.2,0.07,0.03,6,-0.025,-0.051,0.0568,0.01,-0.043,1,27.0,0.0919,0.0941,0.0172,0.0027,0.9118,3.0,0.0002,0.02,0.0148,-1.0,0.0,0.366,0.0049,ramekin,0,1,1
5,g,4,0.5016,-0.2,0.2,0.07,0.03,6,-0.025,-0.049,0.055,0.008,-0.045,1,27.0,0.1018,0.0938,0.0204,0.0154,0.9111,7.0,0.0009,0.028,0.028,16.0,0.0,0.5,0.0047,ramekin,0,1,0
5,g,5,0.5016,-0.2,0.2,0.07,0.03,5,-0.014,-0.049,0.051,0.032,-0.021,1,28.0,0.0907,0.0999,0.0086,0.02,0.9117,5.0,0.0004,0.0086,0.0086,17.0,0.0,0.5,0.0008,ramekin,1,1,0
5,g,6,0.5016,-0.2,0.2,0.07,0.03,5,-0.001,-0.05,0.05,0.039,-0.014,1,24.0,0.0858,0.0936,0.0143,0.0175,0.9117,5.0,0.0005,0.0244,0.0259,13.0,0.0,0.5,0.0,ramekin,0,1,0
5,g,7,0.5016,-0.2,0.2,0.07,0.03,5,-0.007,-0.046,0.0465,0.038,-0.015,1,150.0,0.0846,0.0858,0.0963,-1.0,-1.0,4.0,0.0289,0.1006,0.1006,-1.0,1041.0,0.5,0.0,ramekin,0,0,0
5,g,8,0.5016,-0.2,0.2,0.07,0.03,5,0.002,-0.047,0.047,0.041,-0.012,1,31.0,0.0862,0.1026,0.0629,0.0063,0.9114,6.0,0.0272,0.0582,0.0581,-1.0,0.0,0.5,0.0001,ramekin,0,1,2
5,g,9,0.5016,-0.2,0.2,0.07,0.03,5,-0.004,-0.046,0.0462,0.04,-0.013,1,30.0,0.0806,0.0909,0.0325,0.0179,0.9117,8.0,0.0016,0.0479,0.047,-1.0,0.0,0.5,0.0,ramekin,0,1,3
5,h,1,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.044,0.0444,0.038,-0.015,1,150.0,0.0795,0.0844,0.0922,-1.0,-1.0,5.0,0.0312,0.0908,0.0908,-1.0,988.0,0.5,0.003,distractor_bowl,0,0,0
5,h,10,0.5016,-0.2,0.2,0.07,0.03,6,-0.03,-0.05,0.0583,0.005,-0.048,1,35.0,0.0915,0.0866,0.0114,0.0122,0.912,5.0,0.0009,0.0261,0.0207,24.0,0.0,0.5,0.0015,ramekin,0,1,1
5,h,11,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.046,0.0464,0.04,-0.013,1,25.0,0.0794,0.0889,0.0615,0.0211,0.9113,5.0,0.0294,0.1084,0.1083,-1.0,4.0,0.5,0.0,ramekin,0,1,1
5,h,12,0.5016,-0.2,0.2,0.07,0.03,5,-0.016,-0.051,0.0535,0.036,-0.017,1,26.0,0.0855,0.0996,0.0079,0.0104,0.9114,4.0,0.0016,0.0171,0.0163,15.0,0.0,0.5,0.0,ramekin,0,1,0
5,h,13,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.05,0.0512,0.037,-0.016,1,25.0,0.0899,0.0867,0.0126,0.0023,0.9115,5.0,0.0015,0.0205,0.0241,14.0,0.0,0.5,0.0,ramekin,0,1,0
5,h,14,0.5016,-0.2,0.2,0.07,0.03,5,-0.01,-0.05,0.051,0.036,-0.017,1,26.0,0.0836,0.08,0.0093,0.0022,0.9113,4.0,0.0007,0.0295,0.0314,15.0,0.0,0.5,0.0,ramekin,0,1,0
5,h,15,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.051,0.0518,0.041,-0.012,1,150.0,0.0078,0.1717,0.28,-1.0,-1.0,3.0,0.0414,0.0,0.0,-1.0,0.0,0.4639,0.0894,ramekin,0,0,0
5,h,16,0.5016,-0.2,0.2,0.07,0.03,5,-0.004,-0.048,0.0482,0.042,-0.011,1,150.0,0.0787,0.0887,0.0796,-1.0,-1.0,7.0,0.0329,0.0864,0.0864,-1.0,1009.0,0.5,0.0,ramekin,0,0,0
5,h,17,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.051,0.0518,0.04,-0.013,1,25.0,0.0783,0.0834,0.0274,0.0287,0.9113,7.0,0.0067,0.0968,0.0968,-1.0,0.0,0.5,0.0,ramekin,0,1,1
5,h,18,0.5016,-0.2,0.2,0.07,0.03,5,-0.007,-0.047,0.0475,0.04,-0.013,1,25.0,0.0812,0.0911,0.0216,0.0118,0.9118,5.0,0.0002,0.034,0.034,-1.0,0.0,0.5,0.0,ramekin,0,1,1
5,h,19,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.049,0.0502,0.037,-0.016,1,19.0,0.087,0.0925,0.0129,0.0147,0.9117,4.0,0.0002,0.0263,0.0263,13.0,0.0,0.5,0.0001,ramekin,0,1,0
5,h,2,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.054,0.0543,0.04,-0.013,1,150.0,0.0932,0.1249,0.0924,-1.0,-1.0,19.0,0.0412,0.1913,0.1913,-1.0,0.0,0.5,0.0,ramekin,0,0,0
5,h,20,0.5016,-0.2,0.2,0.07,0.03,5,-0.003,-0.049,0.0491,0.041,-0.012,1,23.0,0.0795,0.087,0.0171,0.0231,0.912,4.0,0.0007,0.007,0.0012,12.0,0.0,0.5,0.0,ramekin,1,1,0
5,h,21,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.051,0.0522,0.037,-0.016,1,45.0,0.0466,0.1502,0.0132,0.0208,0.9111,10.0,0.0409,0.0283,0.0282,34.0,0.0,0.5,0.0591,ramekin,0,1,0
5,h,22,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.048,0.0492,0.04,-0.013,1,25.0,0.0886,0.0808,0.0689,0.0021,0.9114,5.0,0.0271,0.0553,0.0553,-1.0,0.0,0.5,0.0006,ramekin,0,1,1
5,h,23,0.5016,-0.2,0.2,0.07,0.03,6,-0.028,-0.047,0.0547,0.008,-0.045,1,28.0,0.0891,0.089,0.0207,0.026,0.9145,4.0,0.0006,0.0049,0.0034,17.0,0.0,0.5,0.0018,ramekin,1,1,0
5,h,24,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.048,0.0484,0.037,-0.016,1,46.0,0.0524,0.12,0.0275,0.0091,0.9117,12.0,0.0307,0.0469,0.0469,-1.0,0.0,0.5,0.0203,ramekin,0,1,2
5,h,25,0.5016,-0.2,0.2,0.07,0.03,5,-0.006,-0.055,0.0553,0.041,-0.012,1,33.0,0.0882,0.1007,0.0182,0.0109,0.9113,5.0,0.0012,0.0622,0.0552,22.0,0.0,0.5,0.0,ramekin,0,1,0
5,h,3,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.051,0.0518,0.041,-0.012,1,36.0,0.0859,0.1053,0.0416,0.0372,0.9141,6.0,0.0012,0.0253,0.0234,25.0,0.0,0.5,0.0007,ramekin,0,1,1
5,h,4,0.5016,-0.2,0.2,0.07,0.03,6,-0.028,-0.049,0.0564,0.007,-0.046,1,33.0,0.0916,0.089,0.0104,0.0117,0.9159,5.0,0.0004,0.0043,0.0015,22.0,0.0,0.5,0.0047,ramekin,1,1,0
5,h,5,0.5016,-0.2,0.2,0.07,0.03,5,-0.01,-0.05,0.051,0.039,-0.014,1,24.0,0.0873,0.0855,0.0184,0.0197,0.9114,5.0,0.0007,0.0323,0.0407,13.0,0.0,0.5,0.0002,ramekin,0,1,0
5,h,6,0.5016,-0.2,0.2,0.07,0.03,5,-0.005,-0.051,0.0512,0.04,-0.013,1,30.0,0.0864,0.0903,0.0156,0.0132,0.9117,5.0,0.0008,0.0106,0.0092,19.0,0.0,0.5,0.0026,ramekin,1,1,0
5,h,7,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.048,0.0492,0.038,-0.015,1,29.0,0.084,0.0829,0.0772,0.0226,0.9116,5.0,0.0282,0.0806,0.0772,-1.0,3.0,0.5,0.0,ramekin,0,1,1
5,h,8,0.5016,-0.2,0.2,0.07,0.03,5,-0.005,-0.051,0.0512,0.04,-0.013,1,30.0,0.0936,0.0944,0.0131,0.0089,0.9117,6.0,0.0014,0.0083,0.0061,19.0,0.0,0.4991,0.0001,ramekin,0,1,1
5,h,9,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.045,0.0459,0.038,-0.015,1,39.0,0.0922,0.0794,0.0589,0.0446,0.9129,9.0,0.006,0.1133,0.1133,-1.0,0.0,0.5,0.0009,distractor_bowl,0,1,1
6,g,1,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.03,0.028,0.041,0.014,-0.039,1,30.0,0.082,0.0717,0.0522,0.0367,0.9111,5.0,0.0038,0.0152,0.0095,-1.0,0.0,0.5,0.0007,cookies,0,1,1
6,g,10,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.024,0.0319,0.027,-0.026,1,31.0,0.0762,0.0668,0.0414,0.0168,0.9113,4.0,0.0032,0.0209,0.0156,20.0,0.0,0.5,0.0,distractor_bowl,0,1,0
6,g,11,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.026,0.026,0.0368,0.024,-0.029,1,31.0,0.0733,0.069,0.0517,0.0202,0.9113,5.0,0.0039,0.0192,0.0192,-1.0,0.0,0.5,0.0012,cookies,0,1,1
6,g,12,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.027,0.0368,0.022,-0.031,1,29.0,0.0762,0.0695,0.0584,0.0452,0.9108,5.0,0.0012,0.0215,0.0215,-1.0,0.0,0.5,0.0035,cookies,0,1,1
6,g,13,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.025,0.0326,0.026,-0.027,1,37.0,0.0793,0.0729,0.0635,0.0462,0.9112,4.0,0.0012,0.0199,0.0199,-1.0,0.0,0.5,0.0016,cookies,0,1,1
6,g,14,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.028,0.031,0.0418,0.017,-0.036,1,32.0,0.072,0.0693,0.0584,0.0447,0.9109,4.0,0.0012,0.0323,0.0319,-1.0,0.0,0.5,0.0159,cookies,0,1,1
6,g,15,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.027,0.0355,0.022,-0.031,1,32.0,0.0797,0.065,0.0554,0.0268,0.9112,4.0,0.0035,0.0302,0.0238,-1.0,0.0,0.5,0.0342,distractor_bowl,0,1,1
6,g,16,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.028,0.0362,0.024,-0.029,1,31.0,0.0793,0.0649,0.0656,0.0433,0.913,7.0,0.0036,0.0316,0.0283,-1.0,0.0,0.5,0.0074,cookies,0,1,1
6,g,17,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.025,0.034,0.021,-0.032,1,32.0,0.08,0.0657,0.0399,0.0236,0.9115,5.0,0.0035,0.0219,0.0159,21.0,0.0,0.5,0.0,cookies,0,1,0
6,g,18,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.03,0.028,0.041,0.017,-0.036,1,34.0,0.0794,0.0689,0.0409,0.0293,0.9114,7.0,0.0055,0.0235,0.0218,23.0,0.0,0.5,0.0,cookies,0,1,0
6,g,19,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.022,0.027,0.0348,0.026,-0.027,1,29.0,0.0788,0.0664,0.0462,0.0264,0.911,4.0,0.0009,0.0196,0.0218,18.0,0.0,0.5,0.002,cookies,0,1,0
6,g,2,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.026,0.0361,0.022,-0.031,1,35.0,0.0678,0.076,0.0545,0.0491,0.911,6.0,0.0012,0.0175,0.0165,-1.0,0.0,0.5,0.0004,distractor_bowl,0,1,1
6,g,20,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.027,0.0355,0.031,-0.022,1,39.0,0.072,0.066,0.0583,0.0453,0.9115,8.0,0.0004,0.0349,0.0291,-1.0,0.0,0.5,0.0162,cookies,0,1,1
6,g,21,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.022,0.027,0.0348,0.027,-0.026,1,44.0,0.0868,0.0798,0.0718,0.0463,0.9144,8.0,0.0054,0.0319,0.0308,-1.0,0.0,0.5,0.0115,cookies,0,1,1
6,g,22,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.026,0.0347,0.029,-0.024,1,30.0,0.083,0.0676,0.0476,0.0409,0.9151,6.0,0.0041,0.0336,0.0272,-1.0,0.0,0.5,0.0085,cookies,0,1,1
6,g,23,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.028,0.0362,0.023,-0.03,1,32.0,0.0704,0.0656,0.0564,0.0455,0.9112,4.0,0.0016,0.0263,0.0209,-1.0,0.0,0.5,0.0036,cookies,0,1,1
6,g,24,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.027,0.026,0.0375,0.023,-0.03,1,35.0,0.0759,0.0726,0.039,0.0295,0.911,7.0,0.0041,0.0168,0.0117,24.0,0.0,0.5,0.0,cookies,0,1,0
6,g,25,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.022,0.027,0.0348,0.03,-0.023,1,32.0,0.0784,0.0718,0.0366,0.0158,0.9115,5.0,0.0027,0.0212,0.0149,21.0,0.0,0.5,0.0,cookies,0,1,0
6,g,3,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.03,0.028,0.041,0.017,-0.036,1,31.0,0.0642,0.0783,0.0552,0.0414,0.9109,4.0,0.0016,0.0194,0.0161,-1.0,0.0,0.5,0.0003,distractor_bowl,0,1,1
6,g,4,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.027,0.0368,0.025,-0.028,1,50.0,0.0744,0.0708,0.0464,0.0433,0.9111,6.0,0.0013,0.0171,0.0148,39.0,0.0,0.5,0.001,distractor_bowl,0,1,0
6,g,5,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.024,0.026,0.0354,0.024,-0.029,1,32.0,0.0771,0.0649,0.0496,0.0249,0.911,5.0,0.0023,0.0219,0.0201,21.0,0.0,0.5,0.0017,cookies,0,1,0
6,g,6,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.026,0.026,0.0368,0.025,-0.028,1,28.0,0.0726,0.0705,0.0574,0.0505,0.912,4.0,0.0008,0.0216,0.0216,-1.0,0.0,0.5,0.0038,cookies,0,1,1
6,g,7,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.014,0.025,0.0287,0.034,-0.019,1,35.0,0.0724,0.0716,0.0705,0.0378,0.9148,8.0,0.005,0.043,0.0422,-1.0,0.0,0.5,0.0233,cookies,0,1,1
6,g,8,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.026,0.0347,0.029,-0.024,1,51.0,0.0756,0.0827,0.0549,0.0278,0.9111,11.0,0.0053,0.0325,0.0322,-1.0,0.0,0.5,0.0088,cookies,0,1,1
6,g,9,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.026,0.028,0.0382,0.023,-0.03,1,32.0,0.0725,0.0703,0.0478,0.0406,0.9125,6.0,0.0038,0.0307,0.0226,21.0,0.0,0.5,0.0047,cookies,0,1,0
6,h,1,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.028,0.026,0.0382,0.017,-0.036,1,29.0,0.0807,0.0646,0.0463,0.031,0.911,5.0,0.001,0.0124,0.0081,18.0,0.0,0.5,0.0,distractor_bowl,0,1,0
6,h,10,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.019,0.027,0.033,0.03,-0.023,1,33.0,0.0733,0.0659,0.0545,0.0323,0.9113,5.0,0.0035,0.0251,0.025,-1.0,0.0,0.5,0.0035,cookies,0,1,1
6,h,11,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.027,0.0368,0.027,-0.026,1,34.0,0.0705,0.078,0.0445,0.0421,0.9112,5.0,0.0009,0.0142,0.0063,23.0,0.0,0.5,0.0001,distractor_bowl,0,1,0
6,h,12,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.027,0.0368,0.025,-0.028,1,31.0,0.0808,0.0712,0.0403,0.0281,0.9113,5.0,0.0027,0.023,0.0202,20.0,0.0,0.5,0.0026,cookies,0,1,0
6,h,13,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.024,0.026,0.0354,0.028,-0.025,1,44.0,0.0736,0.0641,0.0546,0.0496,0.9119,6.0,0.0035,0.0279,0.0253,-1.0,0.0,0.5,0.0111,cookies,0,1,2
6,h,14,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.024,0.026,0.0354,0.023,-0.03,1,34.0,0.0811,0.0679,0.0471,0.0325,0.9109,5.0,0.0053,0.0334,0.0297,23.0,0.0,0.5,0.0,distractor_bowl,0,1,0
6,h,15,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.026,0.0347,0.03,-0.023,1,250.0,0.0728,0.073,0.0802,-1.0,-1.0,28.0,0.006,0.0771,0.072,-1.0,0.0,0.5,0.0441,cookies,0,0,0
6,h,16,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.024,0.0319,0.023,-0.03,1,34.0,0.0596,0.078,0.0569,0.0422,0.9117,6.0,0.0029,0.0412,0.0254,-1.0,0.0,0.5,0.0058,cookies,0,1,1
6,h,17,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.024,0.026,0.0354,0.022,-0.031,1,31.0,0.0596,0.0717,0.0521,0.0268,0.911,5.0,0.0017,0.022,0.0206,-1.0,0.0,0.5,0.0006,distractor_bowl,0,1,1
6,h,18,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.026,0.0334,0.028,-0.025,1,32.0,0.0718,0.0651,0.0374,0.0321,0.9115,4.0,0.0029,0.0229,0.0145,21.0,0.0,0.5,0.001,distractor_bowl,0,1,0
6,h,19,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.026,0.027,0.0375,0.021,-0.032,1,250.0,0.014,0.1771,0.2115,-1.0,-1.0,3.0,0.0,0.0418,0.0418,-1.0,0.0,0.5,0.0996,cookies,0,0,0
6,h,2,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.024,0.0319,0.028,-0.025,1,46.0,0.07,0.0671,0.0581,0.0421,0.9113,10.0,0.0063,0.0357,0.0313,-1.0,0.0,0.5,0.0143,cookies,0,1,1
6,h,20,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.028,0.0362,0.024,-0.029,1,30.0,0.0726,0.0869,0.0619,0.0298,0.9112,4.0,0.0011,0.0194,0.0194,-1.0,0.0,0.5,0.0,distractor_bowl,0,1,1
6,h,21,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.028,0.0375,0.021,-0.032,1,31.0,0.0795,0.0644,0.065,0.0389,0.9111,5.0,0.0006,0.0311,0.0307,-1.0,0.0,0.5,0.0106,cookies,0,1,1
6,h,22,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.021,0.025,0.0326,0.023,-0.03,1,44.0,0.0785,0.0663,0.0495,0.0487,0.9116,4.0,0.0009,0.0196,0.0196,34.0,0.0,0.5,0.0013,cookies,0,1,2
6,h,23,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.022,0.025,0.0333,0.025,-0.028,1,32.0,0.0818,0.0663,0.0544,0.0412,0.9153,5.0,0.004,0.0354,0.0284,-1.0,0.0,0.5,0.0097,cookies,0,1,1
6,h,24,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.027,0.027,0.0382,0.019,-0.034,1,33.0,0.0792,0.0662,0.0495,0.0312,0.9115,7.0,0.0042,0.0268,0.0242,22.0,0.0,0.5,0.005,cookies,0,1,0
6,h,25,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.018,0.027,0.0324,0.031,-0.022,1,31.0,0.0782,0.065,0.046,0.0257,0.9109,4.0,0.0011,0.0209,0.0201,20.0,0.0,0.5,0.0,distractor_bowl,0,1,0
6,h,3,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.016,0.025,0.0297,0.031,-0.022,1,38.0,0.0749,0.0669,0.0561,0.0496,0.9111,6.0,0.0013,0.0202,0.0198,-1.0,0.0,0.5,0.0012,distractor_bowl,0,1,1
6,h,4,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.025,0.025,0.0354,0.022,-0.031,1,32.0,0.0732,0.0781,0.0576,0.0485,0.9111,5.0,0.0008,0.0274,0.0274,-1.0,0.0,0.5,0.0081,cookies,0,1,1
6,h,5,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.022,0.026,0.0341,0.026,-0.027,1,29.0,0.0784,0.072,0.0599,0.0287,0.9112,5.0,0.0012,0.0259,0.0257,-1.0,0.0,0.5,0.009,cookies,0,1,1
6,h,6,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.029,0.027,0.0396,0.019,-0.034,1,31.0,0.0773,0.0667,0.0511,0.0295,0.9112,6.0,0.0025,0.0229,0.0172,-1.0,0.0,0.5,0.0002,cookies,0,1,1
6,h,7,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.024,0.027,0.0361,0.024,-0.029,1,32.0,0.0802,0.0643,0.0548,0.0373,0.9113,4.0,0.0036,0.026,0.0214,-1.0,0.0,0.5,0.0036,cookies,0,1,1
6,h,8,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.023,0.026,0.0347,0.024,-0.029,1,31.0,0.0621,0.0775,0.0506,0.0337,0.9114,5.0,0.0041,0.0296,0.0264,-1.0,0.0,0.5,0.0062,cookies,0,1,1
6,h,9,0.7351,0.074,-0.04,-0.267133,-0.131107,7,-0.029,0.025,0.0383,0.015,-0.038,1,29.0,0.0703,0.0672,0.043,0.0399,0.911,4.0,0.001,0.0174,0.0072,18.0,0.0,0.5,0.0,cookies,0,1,0
7,g,1,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.022,0.025,0.0333,0.03,-0.023,1,81.0,0.2087,0.1078,0.0393,0.0329,0.9155,13.0,0.0,0.0317,0.0253,70.0,0.0,0.5,0.0,cookies,0,1,1
7,g,10,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.016,0.027,0.0314,0.035,-0.018,1,54.0,0.1777,0.0797,0.0087,0.0118,0.9122,5.0,0.0001,0.0218,0.0199,43.0,0.0,0.5,0.0,cookies,0,1,0
7,g,11,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.019,0.023,0.0298,0.034,-0.019,1,46.0,0.2173,0.0944,0.0034,0.0209,0.9151,7.0,0.0003,0.0267,0.0258,35.0,0.0,0.5,0.0,cookies,0,1,0
7,g,12,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.021,0.025,0.0326,0.032,-0.021,1,44.0,0.1855,0.0834,0.0366,0.0288,0.9151,8.0,0.0,0.0352,0.0352,-1.0,0.0,0.4679,0.0,cookies,0,1,1
7,g,13,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.018,0.025,0.0308,0.034,-0.019,1,41.0,0.1654,0.0834,0.0471,0.0368,0.9111,6.0,0.0075,0.0518,0.0518,-1.0,0.0,0.5,0.0,cookies,0,1,1
7,g,14,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.02,0.027,0.0336,0.037,-0.016,1,37.0,0.1995,0.0823,0.0317,0.0337,0.9149,8.0,0.0001,0.0163,0.0163,-1.0,0.0,0.5,0.0,cookies,0,1,1
7,g,15,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.022,0.026,0.0341,0.035,-0.018,1,344.0,0.2445,0.148,0.0736,0.0383,0.9094,27.0,0.0333,0.1046,0.1046,-1.0,0.0,0.5,0.1334,cookies,0,1,1
7,g,16,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.021,0.024,0.0319,0.032,-0.021,1,54.0,0.2263,0.1069,0.034,0.0333,0.9153,8.0,0.0023,0.0115,0.0107,43.0,0.0,0.5,0.0,cookies,0,1,0
7,g,17,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.022,0.026,0.0341,0.035,-0.018,1,48.0,0.1719,0.0849,0.0606,0.0332,0.9139,7.0,0.0188,0.0896,0.087,-1.0,5.0,0.5,0.0,cookies,0,1,1
7,g,18,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.018,0.018,0.0255,0.026,-0.027,1,350.0,0.1931,0.1048,0.3164,-1.0,-1.0,25.0,0.0333,0.1191,0.1191,-1.0,553.0,0.5,0.0204,ramekin,0,0,0
7,g,19,0.4142,-0.267133,-0.131107,0.02573322,-0.29030457,4,-0.018,0.03,0.035,0.033,-0.02,1,29.0,0.151,0.0992,0.037,0.0277,0.9167,5.0,0.0,0.0182,0.031,18.0,0.0,0.4189,0.0,cookies,0,1,0
